Unique_ID,Reviewer_Name,No-of_comment_likes,No-of_comment_dislikes,comment,Ratings,comment_text
603,Yogesh  Malap ,0,0,Fair,3,Good.
604,JOHNSON RAJESH,0,0,Nice,5,Everything is good except battery. Not even last for one day.
605,Ahmad Salman ,0,0,Simply awesome,5,Every thing is ok and bettry is shortly time spend.
606,Flipkart Customer,0,0,Does the job,3,Normal quality.
607,Chitranjan  Kumar ,0,0,Super!,5,Over all phone is excellent.
608,Abhishek Yadav,0,0,Pretty good,4,Good.
609,Flipkart Customer,0,0,Not good,2,I have been used this mobile since 2 months.It has heating problem and battery drain quicklyAnd the software system is very bad.Even though customer service didn't help me about us ..
610,Rajneesh Kumar,0,0,Best in the market!,5,Super phone.
611,ayan sengupta,0,0,Best in the market!,5,Best smartphone.
612,Sunil Lakhera,0,0,Perfect product!,5,Best fon.
613,Debasish Chakraborty,0,0,Bad quality,2,Bettry bad .??????.
614,Sargam  Kumar ,0,0,Best in the market!,5,"This is my first time to experience oneplus phone among all the mobiles till now. A little battery backup is lacking, everything else is good.."
615,Priyanshu Kumar,0,0,Highly recommended,5,Exlent for me.
616,Flipkart Customer,0,0,Fair,3,The product was good but the service delivery by Flipkart was the worst.
617,Khushi  Gupta,0,0,Simply awesome,5,Awesome phone too light weight.
618,POORN PRAKASH KUSHWAHA,0,0,Terrific,5,I am reviewing this phone after using one month.There is no concern with Camera and performance. Light and slim design with awesome look..It's is my first OnePlus Smartphone. I am very happy.Problem is with battery backup..Battery backup is low as per performance. You can't go for the day if you turn on the internet all day..There is heating problem if you are using charging and hotspot simultaneously..
619,Raja Raj,0,0,Wonderful,5,Value for money ??.
620,Pradeep  Rai,0,0,Super!,5,Best mobile.
621,RAMANAND YADAV,0,0,Best in the market!,5,Nice.
622,Deepak Pandey,0,0,Classy product,5,CongratulationsOnePlus noad 3Offers Budget phone.
623,Aman  Pathak,0,0,Moderate,2,"Look is old..battery ?? performance is very bad, camera is bad."
624,Satyabrata Chakraborty,0,0,Hated it!,1,Battery is very poor.
625,Preetam Kumar,0,0,Very poor,1,Battery life is poor quality.
626,Amit  Sharma,0,0,Just wow!,5,Fast deliveryGood product.
627,Pritam Maji,0,0,Great product,5,I AM very happy.
628,Mahesh Sahu,0,0,Good,3,Good mobile in range.
629,Flipkart Customer,0,0,Classy product,5,Bery good.
630,Flipkart Customer,0,0,Really Nice,4,Good.
631,Lutmon Mem,0,0,Value-for-money,4,Good. The only thing i don't like is the phone get heated too fast.
632,Shravan Kumar Suna,0,0,Simply awesome,5,It's a flagship smartphone for this segment.
633,sharad Giram,0,0,Worth every penny,5,Nice Phone in This Price.
634,Tapas Kumar panda,0,0,Just wow!,5,Good ??.
635,AMIT KUMAR,0,0,Wonderful,5,Best in camera ?? quality and display is very smooth..
636,Kaustav Choudhury,0,0,Super!,5,If the camera could have been a tad better i would have called it a complete phone at this price point. But it lacks consistency..
637,Subramanyam Venkatesh,0,0,Super!,5,Mobile is just awesome..Display is amazing Performance is awesomeBattery decentCamera is good enoughOverall a very good mobile phone.
638,Chandan Kumar,0,0,Awesome,5,Nice produ.
639,sandeep adhegaonkar,0,0,Decent product,3,"Compare to this price, Samsung is better.."
640,Anant  Kumar,0,0,Very Good,4,Very good.
641,Jaba  Das,0,0,Terrific,5,Very good service.very good mobile.
642,Vikas Bairagi,0,0,Highly recommended,5,Good.
643,Kavita Khairnar,0,0,Delightful,4,Good prodakt thanks ????.
644,Ishfaq  Majeeed,0,0,Absolute rubbish!,5,Battery backup is very poor.
645,Ayush Kumar,0,0,Fair,3,Liked it.
646,Kapil Mehra,0,0,Value-for-money,3,Superb phone better performance better camera quality But I think price is little bit highh Add some money and go for 11R.
647,Khema Ram  Choudhary,0,0,Brilliant,5,"One problem, the heating being more in the day time.Other wise this product is good.Camera , performance and display are very good.??."
648,Jitendrakumar Gelot,0,0,Mind-blowing purchase,5,Good camera and best mobile.
649,Rananjay Kumar  Sinha,0,0,Awesome,5,I liked the product.. it's good one.
650,Flipkart Customer,0,0,Horrible,1,As a OnePlus lover I can confirm this is the worst model OnePlus ever had I'm just using for 10 days and it's started disturbing like hellHeating issue camera quality isn't worth it The camera got blur whenever u left it's on for more than 2mins ...... such a waste of money.
651,Satya  Prakash,0,0,Does the job,3,Yea good quality.
652,Flipkart Customer,0,0,Fair,4,Just like awesome.
653,Munendra Pratap ,0,0,Simply awesome,5,Nice.
654,Kohar Singh,0,0,Highly recommended,5,Supb.
655,afroz  Ahmed,0,0,Great product,5,Excellent phone.
656,Happy  Mohapatra ,0,0,Good,3,Please don't waste your moneyBecause battery power is very low quality..
657,Ranjit Debbarma,0,0,Perfect product!,5,Satisfactory.
658,Flipkart Customer,0,0,Best in the market!,5,"Good porfomens and good clarity display,rich colours high contrast very good nort 3,."
659,IMRAN MOHAMMED,0,0,Nice product,4,1plus nord3 awesome. video quality vgood.performance is ??????.one problam overheating.otherwise ......??? very good product.
660,Shaik Baba,1,3,Don't waste your money,1,Not good.
661,Deepak Kumar,1,1,Could be way better,2,Battery more drained very bad quality.
662,Pranav Kumar,0,0,Super!,5,Very good thanku Flipkart.
663,Judah Works,0,0,Wonderful,4,Really ??.
664,Salim Ali,0,0,Highly recommended,5,"The phone is awesome. Display is beautiful with high pixel density. Performance is heavy, but Oxygen OS13 needs to be more optimised. Some apps don't support 120hz refresh rate. Camera is quite good. You can play all kinds of games at high settings. Overall, a solid performer. Just the battery is average, with 5-7 hours of SOT. It's quite hard to get more than that.."
665,vikash kumar,0,0,Good choice,4,Overall good??.
666,Krish Mehta,0,0,Could be way better,2,"Very bad battery backup, don't even last for one day even if wifi, bt, data, GPS is off and wallpaper is pure black."
667,Arpit singh,0,0,Classy product,5,Fabulous.
668,Debendra  Sahoo,0,0,Great product,5,Excellent.
669,Vishal Patel,0,0,Terrific,5,?????????????? supar.
670,Dr Nadeem Ahmad,0,0,Wonderful,4,Velue for money.
671,VIKRAM MAHASETH,0,0,Best in the market!,5,"I love this Phone, This phone is wonderful and designe is amazing.."
672,Subho Ranjit,0,0,Just okay,3,Avarage.
673,Damini Prakash ,0,0,Awesome,5,Super ??.
674,saumitra ghosh,0,0,Perfect product!,5,Excellent.
675,Darshan P G,0,0,Terrific purchase,5,The Phone is absolutely a MasterpieceThe One Problem is Heating issue But Still We have a Hope on OnePlus.
676,Kongkon  Daimary,0,0,Excellent,5,Loved it every bit.. Thanks for this amazing product OnePlus.
677,Rameez Sayyed,0,0,Mind-blowing purchase,5,Awesome phone overall macho.
678,DURGA PRASAD JALLI,0,0,Terrific purchase,5,"One plus Nord 3 5G is a solid phone, you get one of the best mobile chipsets of 2022, a decent camera system, Android 13 out-of-the-box, and more.."
679,Mayur Ladwa,0,0,Best in the market!,5,"Phone is great with O haptics featurePhone battery capacity is good, but once you charge it in super-vooc mode and using normaly social media apps it slightly getting worm.The Camera is good in light but night mode is slightly going to the bad side.Macro lens addition is good but not that good with image clarity.The back cover is good as expected  but the color of the back cover is black instead of grey as they showcased.Battery ideal time drainage is very less, like 1% average.."
680,Prashant Wagh,1,6,Worthless,1,"Don't buy a OnePlus mobile,,1. You can't use the dual app in it.2. Hotspot speed is slow when used with a laptop3. The display is not bright when used outdoors compared  to my old Redmi K 20.4. The call answering app is a bit confusing, sometimes I rejected calls by mistake by dragging down.5. Photos are just average, doesn't look like they were taken from a 32k mobile, Redmi phone of 15k is having clarity.."
681,DeprecatedParam,0,0,Awesome,5,Nice ??.
682,Surajit  Roy ,0,0,Simply awesome,5,Nice product.
683,Ankit  Singh,0,0,Good choice,4,Best phone for one plus Nord 3.
684,RATUL KHARWAR,0,0,Just okay,3,Good ?? safe delivery ??.
685,Poulami Das,0,1,Good,3,Don't buy. Camera quality is very bad for this price.Better to buy Oppo reno 10 or other brands.The front Cam is hilarious for this hefty price..
686,mr. Montoo,0,0,Wonderful,5,One' plus better than any  Android phone  1st ??.
687,Sudhir  Bhati ,0,0,Just wow!,5,Excellent ??.
688,Abhijeet Joshi,0,0,Worst experience ever!,1,"Battery performance is very poor and doesn't last more than 5 hours SOT without heavy apps usage, The camera is average, the display is very good, it's a huge phone it may take some time to get used to if you have not used large display phone earlier."
689,Prajwal  Srinivas,0,0,Wonderful,5,"It's a classic OnePlus Marvel, everything is awesome for the price we pay. Great performance, really good camera and sensor, super fast charging, 1.5k resolution display is top notch, the only issue I had was with the UI, it's not as smooth as my OnePlus 6T, it has some glitches and some unnecessary changes.."
690,Jay Kishan,0,0,Mind-blowing purchase,5,Amezing phone.
691,Soham Rathava,0,2,Best in the market!,5,Best Phone for GamingPerformance is beastCamera also goodFast chargingDisplay is awesomeDesign perfect.
692,Mitul Lahkar,0,0,Delightful,4,My first OnePlus phone. A balanced phone. But design could have been improved as compared to the price..
693,Mohammad Tayyab,0,0,Does the job,3,Front camera is just average.Back camera is better. Battery is awesomeCharging full battery swiftly is a great experience..
694,Shivam Rajbhar,2,1,Expected a better product,2,Eit is very bad phone eit to good iqoo Neo 7 one plus Nord 3 over heating problem and hange problem eit to bad phone I am so sad please do not bay.
695,Flipkart Customer,0,0,Excellent,5,Fantastic product.
696,Syed Ahmed,0,0,Good quality product,4,"Display quality was exlent,camera was good,battry performance avarage.phone ok but OnePlus service centre not available all cities.But pick and drop was available for service.."
697,Vijen Singh,0,0,Mind-blowing purchase,5,Good product.
698,Ajay Danewa,0,0,Simply awesome,5,Very good phone at reasonable price.
699,Pradeep Kumar,0,0,Very Good,4,Camera is good and displayed is awesome but battery is average in this phone.
700,Flipkart Customer,7,2,Terrible product,1,Heating problem.
701,Jakaram Narsimulu ,0,0,Fabulous!,5,Good.
702,Flipkart Customer,8,6,Worthless,1,Phone does not feel premium in hand very bad look and material.
703,Siddarajeurs MR Urs,0,0,Simply awesome,5,Nice good looking...
704,Flipkart Customer,0,0,Great product,5,Nice phone ??.
705,Flipkart Customer,0,0,Nice product,4,Display is good battery drains little fast and according to me design has to be changedCamera is disent.
706,Roopesh  Meena ,0,0,Wonderful,5,Good.
707,DOMENDRA  SINGH NETAM,0,0,Pretty good,4,Nice phone.
708,Flipkart Customer,0,0,Must buy!,5,Very good.
709,Flipkart Customer,0,0,Perfect product!,5,Wow.
710,Venkat Kalyan,0,0,Awesome,5,Nice Mobile worth it ??.
711,Bingi Aravind,0,0,Perfect product!,5,Very nice and good mobile iam fully satisfied thank u flipy.
712,Sekh Ali,2,0,Horrible,1,Battery performance is poor..
713,Param Bharti,0,0,Best in the market!,5,It's been two months I am using this mobile. Nice mobile..
714,Arjun Kumar Sharma,0,0,Super!,5,Super nice phone??.
715,Thulasi Dharan,0,0,Wonderful,4,Every thing ok but battery only issue in this mobile but over all excellent phone.
716,Vishal Vavadiya,0,0,Very Good,4,Very nice result of camera and battery...Performance is also good....
717,Rajdeo Kumar,0,0,Worth the money,5,Nice product..
718,Dinesh  Saini,0,0,Delightful,4,Thank.
719,Sachin Dwivedi,0,0,Good,3,Superb performance all rounder.
720,Ramchandra Bhosale,0,0,Very Good,4,Super.
721,Monu  Singh,0,0,Highly recommended,5,It's a nice phone in this budget. Performance is super and when hold it in your hands you will feel it premium.
722,Paritosh Kumar,0,0,Pretty good,4,Good ??.
723,Arun Bs Arun,0,0,Brilliant,5,"Awesome Phone, everything good at phone."
724,Rupam Bora,0,0,Very Good,4,Nice.
725,Sampath Kumar,0,0,Classy product,5,Nice....
726,Ravjot Singh,0,0,Highly recommended,5,Awesome product in this price range just go for it.
727,Rupendra  Sharma,0,0,Mind-blowing purchase,5,All good no issue.
728,HARSHAD PANCHAL,0,0,Brilliant,5,Best quality.
729,Vinoth Kumar,0,0,Highly recommended,5,Over all everything is good.
730,Flipkart Customer,0,0,Worth every penny,5,Amazing ????.
731,ZHARNA KUMAR BORA,0,0,Brilliant,5,Heavy product. Take it lightly...Must buy....
732,Nishkala  S,0,0,Brilliant,5,Nice.
733,Manoj Singh,0,0,Super!,5,Good product.
734,Anunoy  Mishra,0,0,Terrific,5,Good ..tuch ...front camera.
735,Flipkart Customer,0,0,Just wow!,5,ok.
736,Santosh Jha,0,0,Simply awesome,5,Good.
737,Rajesh Kumar,0,0,Nice product,4,Good.
738,Pradeep Mall Vishen,0,1,Does the job,3,Good products....Camera is osm...Battery back is not satisfaction.Overall Best mobile should be one plus node3 near about 25k..
739,Flipkart Customer,0,0,Good quality product,4,Good product.
740,Flipkart Customer,0,0,Terrific,5,All is well.
741,Saurav  Jain,0,3,Excellent,5,"Rating after 7 days ! Camera quality is best ! Battery performance is good , it lasts more than 16- 18 hours in normal usage ! Fast charging - charge from 0 to 100% only in 39- 40 mins .Interface is 5 out of 5Overall performance is outstanding! Must buy it , it's actually worth it From Nord 3 user ??."
742,Shilpa Bilagi,0,1,Delightful,4,It's been two weeks I'm using this phone battery is ok for normal day to day use I'm not playing any games so it is having descent battery but Charging is super fast. Performance is good and camara is also good it's an all-rounder phone who want to buy OnePlus in this budget.
743,Amit Hiwrale,0,0,Classy product,5,Fooking Awesome.
744,Rahul Shekokar,0,0,Wonderful,5,Brilliant phone ???.
745,Ayan Aryan,0,0,Simply awesome,5,I love this Phone.
746,Flipkart Customer,0,0,Terrific,5,Great product by one plus and fast service by Flipkart?? 5*.
747,ajit Palva,0,0,Good choice,4,Superb ?? I love it.
748,Flipkart Customer,0,0,Super!,5,Perfect Result I like it.
749,Manoj  Chauhan,0,0,Must buy!,5,Value for money great product....
